id,cast
98,russellcrowe
98,joaquinphoenix
98,connienielsen
10567,d.b.sweeney
10567,alfrewoodard
10567,ossiedavis
9285,breckinmeyer
9285,seannwilliamscott
9285,amysmart
955,tomcruise
955,dougrayscott
955,thandienewton
8584,jackiechan
8584,owenwilson
8584,lucyliu
668,georgelazenby
668,dianarigg
668,tellysavalas
691,rogermoore
691,barbarabach
691,curdjürgens
698,rogermoore
698,loischiles
698,michaellonsdale
682,rogermoore
682,christopherlee
682,brittekland
9600,martinlawrence
9600,nialong
9600,paulgiamatti
11072,cleavonlittle
11072,genewilder
11072,harveykorman
985,jacknance
985,charlottestewart
985,allenjoseph
938,clinteastwood
938,leevancleef
938,gianmariavolonté
169,kevinpeterhall
169,dannyglover
169,garybusey
865,arnoldschwarzenegger
865,richarddawson
865,maríaconchitaalonso
9659,melgibson
9659,joannesamuel
9659,hughkeays-byrne
8810,melgibson
8810,brucespence
8810,michaelpreston
9355,melgibson
9355,tinaturner
9355,brucespence
9679,nicolascage
9679,angelinajolie
9679,giovanniribisi
6978,kurtrussell
6978,kimcattrall
6978,dennisdun
7443,melgibson
7443,mirandarichardson
7443,timothyspall
2123,jimcarrey
2123,renéezellweger
2123,anthonyanderson
2024,melgibson
2024,heathledger
2024,joelyrichardson
2133,georgeclooney
2133,markwahlberg
2133,dianelane
4247,carmenelectra
4247,davesheridan
4247,annafaris
1788,kevinbacon
1788,johnlithgow
1788,diannewiest
36657,patrickstewart
36657,hughjackman
36657,ianmckellen
2655,harrisonford
2655,michellepfeiffer
2655,dianascarwid
6282,piperperabo
6282,adamgarcia
6282,johngoodman
9383,kevinbacon
9383,elisabethshue
9383,joshbrolin
8843,jenniferlopez
8843,vincentd'onofrio
8843,vincevaughn
37136,leslienielsen
37136,priscillapresley
37136,ricardomontalban
37137,leslienielsen
37137,priscillapresley
37137,georgekennedy
1588,kirstendunst
1588,jessebradford
1588,elizadushku
786,katehudson
786,billycrudup
786,francesmcdormand
10637,denzelwashington
10637,willpatton
10637,ryanhurst
9003,andrewrobinson
9003,clarehiggins
9003,ashleylaurence
1597,benstiller
1597,robertdeniro
1597,teripolo
641,ellenburstyn
641,jaredleto
641,jenniferconnelly
71,jamiebell
71,juliewalters
71,jeanheywood
1636,elizabethhurley
1636,brendanfraser
1636,franceso'connor
10647,kevinspacey
10647,helenhunt
10647,haleyjoelosment
4327,camerondiaz
4327,lucyliu
4327,drewbarrymore
9678,adamsandler
9678,patriciaarquette
9678,harveykeitel
11978,robertdeniro
11978,cubagoodingjr.
11978,charlizetheron
681,seanconnery
681,jillst.john
681,charlesgray
8452,arnoldschwarzenegger
8452,michaelrapaport
8452,tonygoldwyn
8871,jimcarrey
8871,taylormomsen
8871,jeffreytambor
9741,brucewillis
9741,samuell.jackson
9741,robinwright
146,chowyun-fat
146,michelleyeoh
146,zhangziyi
2609,stevemartin
2609,johncandy
2609,lailarobins
708,timothydalton
708,maryamd'abo
708,jeroenkrabbé
10673,charliesheen
10673,michaeldouglas
10673,martinsheen
107,beniciodeltoro
107,dennisfarina
107,vinniejones
392,juliettebinoche
392,alfredmolina
392,johnnydepp
8859,ashtonkutcher
8859,seannwilliamscott
8859,kristyswanson
11688,davidspade
11688,johngoodman
11688,earthakitt
3981,helenhunt
3981,melgibson
3981,marisatomei
8358,tomhanks
8358,helenhunt
8358,chrisnoth
5994,nicolascage
5994,téaleoni
5994,doncheadle
1493,sandrabullock
1493,benjaminbratt
1493,michaelcaine
134,georgeclooney
134,johnturturro
134,timblakenelson
1900,michaeldouglas
1900,beniciodeltoro
1900,jacobvargas
96,eddiemurphy
96,judgereinhold
96,johnashton
90,eddiemurphy
90,judgereinhold
90,johnashton
10110,christianbale
10110,johnmalkovich
10110,mirandarichardson
764,brucecampbell
764,ellensandweiss
764,richarddemanincor
1547,jasonpatric
1547,coreyhaim
1547,coreyfeldman
9740,anthonyhopkins
9740,juliannemoore
9740,garyoldman
6073,bradpitt
6073,juliaroberts
6073,jamesgandolfini
853,judelaw
853,rachelweisz
853,edharris
77,guypearce
77,carrie-annemoss
77,joepantoliano
10054,alexapenavega
10054,darylsabara
10054,antoniobanderas
55,gaelgarcíabernal
55,vanessabauche
55,goyatoledo
4133,johnnydepp
4133,penélopecruz
4133,ethansuplee
634,renéezellweger
634,colinfirth
634,hughgrant
111,alpacino
111,stevenbauer
111,michellepfeiffer
1734,brendanfraser
1734,rachelweisz
1734,johnhannah
9476,heathledger
9476,rufussewell
9476,shannynsossamon
808,mikemyers
808,eddiemurphy
808,camerondiaz
824,nicolekidman
824,ewanmcgregor
824,johnleguizamo
676,benaffleck
676,joshhartnett
676,katebeckinsale
966,yulbrynner
966,eliwallach
966,stevemcqueen
9397,davidduchovny
9397,juliannemoore
9397,orlandojones
9705,johntravolta
9705,hughjackman
9705,halleberry
1089,patrickswayze
1089,keanureeves
1089,garybusey
10865,michaelj.fox
10865,coreyburton
10865,claudiachristian
1995,angelinajolie
1995,jonvoight
1995,iainglen
9799,paulwalker
9799,vindiesel
9799,michellerodriguez
644,haleyjoelosment
644,franceso'connor
644,samrobards
4248,annafaris
4248,marlonwayans
4248,jamesdebello
2114,donaldsutherland
2114,ming-nawen
2114,alecbaldwin
8835,reesewitherspoon
8835,lukewilson
8835,selmablair
11371,robertdeniro
11371,edwardnorton
11371,marlonbrando
9602,eddiemurphy
9602,arseniohall
9602,jamesearljones
12144,gabrieldamon
12144,candacehutson
12144,judithbarsi
2605,allysheedy
2605,steveguttenberg
2605,fisherstevens
8337,roddypiper
8337,keithdavid
8337,megfoster
9493,arnoldschwarzenegger
9493,dannydevito
9493,kellypreston
1648,keanureeves
1648,alexwinter
1648,georgecarlin
9494,johntravolta
9494,kirstiealley
9494,olympiadukakis
331,samneill
331,williamh.macy
331,téaleoni
869,markwahlberg
869,timroth
869,helenabonhamcarter
9618,sylvesterstallone
9618,kurtrussell
9618,terihatcher
9880,annehathaway
9880,julieandrews
9880,heathermatarazzo
5175,christucker
5175,jackiechan
5175,zhangziyi
2770,jasonbiggs
2770,thomasiannicholas
2770,chrisklein
1933,nicolekidman
1933,christophereccleston
1933,alakinamann
9896,cubagoodingjr.
9896,sethgreen
9896,whoopigoldberg
2294,kevinsmith
2294,jasonmewes
2294,benaffleck
8922,ginaphilips
8922,justinlong
8922,jonathanbreck
2034,denzelwashington
2034,ethanhawke
2034,scottglenn
9398,benstiller
9398,owenwilson
9398,christinetaylor
9778,johncusack
9778,katebeckinsale
9778,jeremypiven
1018,naomiwatts
1018,lauraharring
1018,annmiller
984,clinteastwood
984,harryguardino
984,renisantoni
768,johnnydepp
768,heathergraham
768,ianholm
167,jeffbridges
167,kevinspacey
167,marymccormack
9378,tonyshalhoub
9378,embethdavidtz
9378,matthewlillard
141,jakegyllenhaal
141,jenamalone
141,patrickswayze
585,johngoodman
585,billycrystal
585,marygibbs
10796,jetli
10796,jasonstatham
10796,carlagugino
9889,gwynethpaltrow
9889,jackblack
9889,jasonalexander
671,danielradcliffe
671,rupertgrint
671,emmawatson
1535,robertredford
1535,bradpitt
1535,catherinemccormack
8007,owenwilson
8007,genehackman
8007,gabrielmacht
161,georgeclooney
161,bradpitt
161,mattdamon
194,audreytautou
194,mathieukassovitz
194,rufus
11397,chylerleigh
11397,chrisevans
11397,jaimepressly
1903,tomcruise
1903,penélopecruz
1903,camerondiaz
9428,genehackman
9428,anjelicahuston
9428,benstiller
120,elijahwood
120,ianmckellen
120,cateblanchett
453,russellcrowe
453,edharris
453,jenniferconnelly
8489,willsmith
8489,jamiefoxx
8489,jonvoight
855,joshhartnett
855,ewanmcgregor
855,jasonisaacs
10950,seanpenn
10950,michellepfeiffer
10950,diannewiest
11362,jimcaviezel
11362,guypearce
11362,richardharris
10229,mandymoore
10229,shanewest
10229,petercoyote
8470,denzelwashington
8470,robertduvall
8470,anneheche
10590,melgibson
10590,gregkinnear
10590,madeleinestowe
2135,guypearce
2135,markaddy
2135,phyllidalaw
425,rayromano
425,johnleguizamo
425,denisleary
1576,millajovovich
1576,michellerodriguez
1576,ericmabius
36586,wesleysnipes
36586,kriskristofferson
36586,ronperlman
4547,jodiefoster
4547,kristenstewart
4547,forestwhitaker
11452,ryanreynolds
11452,tarareid
11452,timmatheson
548,toshirōmifune
548,machikokyô
548,masayukimori
8346,niavardalos
8346,johncorbett
8346,lainiekazan
9334,dwaynejohnson
9334,kellyhu
9334,michaelclarkeduncan
557,tobeymaguire
557,willemdafoe
557,kirstendunst
245,hughgrant
245,nicholashoult
245,tonicollette
1894,ewanmcgregor
1894,natalieportman
1894,haydenchristensen
320,alpacino
320,robinwilliams
320,hilaryswank
9023,mattdamon
9023,jamescromwell
9023,danielstudi
4614,benaffleck
4614,morganfreeman
4614,jamescromwell
2501,mattdamon
2501,frankapotente
2501,chriscooper
9637,freddieprinzejr.
9637,sarahmichellegellar
9637,matthewlillard
11544,chrissanders
11544,daveighchase
11544,tiacarrere
180,tomcruise
180,colinfarrell
180,samanthamorton
2022,adamsandler
2022,winonaryder
2022,johnturturro
608,tommyleejones
608,willsmith
608,riptorn
6278,christianbale
6278,matthewmcconaughey
6278,izabellascorupco
4147,tomhanks
4147,tylerhoechlin
4147,jenniferjasonleigh
10996,michaelj.fox
10996,geenadavis
10996,hughlaurie
818,mikemyers
818,beyoncéknowles
818,sethgreen
2675,melgibson
2675,joaquinphoenix
2675,roryculkin
9488,antoniobanderas
9488,carlagugino
9488,alexapenavega
7451,vindiesel
7451,asiaargento
7451,samuell.jackson
9357,robinwilliams
9357,connienielsen
9357,michaelvartan
9595,charliesheen
9595,caryelwes
9595,valeriagolino
4108,jasonstatham
4108,shuqi
4108,françoisberléand
129,rumihiiragi
129,miyuirino
129,marinatsuki
10771,jackiechan
10771,jenniferlovehewitt
10771,jasonisaacs
9533,anthonyhopkins
9533,edwardnorton
9533,ralphfiennes
1430,michaelmoore
1430,georgeh.w.bush
1430,georgew.bush
8051,adamsandler
8051,emilywatson
8051,philipseymourhoffman
565,naomiwatts
565,martinhenderson
565,daviddorfman
12477,tsutomutatsumi
12477,ayanoshiraishi
12477,yoshikoshinohara
9645,gabrielbyrne
9645,juliannamargulies
9645,desmondharrington
65,eminem
65,mekhiphifer
65,brittanymurphy
672,danielradcliffe
672,rupertgrint
672,emmawatson
36669,piercebrosnan
36669,halleberry
36669,rosamundpike
9016,josephgordon-levitt
9016,brianmurray
9016,davidhydepierce
2757,nicolascage
2757,merylstreep
2757,chriscooper
7299,christianbale
7299,tayediggs
7299,emilywatson
7303,jenniferlopez
7303,ralphfiennes
7303,natasharichardson
201,patrickstewart
201,jonathanfrakes
201,brentspiner
121,elijahwood
121,ianmckellen
121,viggomortensen
1429,edwardnorton
1429,philipseymourhoffman
1429,barrypepper
3131,leonardodicaprio
3131,danielday-lewis
3131,camerondiaz
2642,sandrabullock
2642,hughgrant
2642,aliciawitt
4032,annachlumsky
4032,macaulayculkin
4032,danaykroyd
8392,norikohidaka
8392,hitoshitakagi
8392,chikasakamoto
640,leonardodicaprio
640,tomhanks
640,christopherwalken
1574,catherinezeta-jones
1574,renéezellweger
1574,queenlatifah
590,nicolekidman
590,juliannemoore
590,merylstreep
423,adrienbrody
423,thomaskretschmann
423,frankfinlay
598,alexandrerodrigues
598,leandrofirmino
598,phellipehaagensen
9358,alilarter
9358,a.j.cook
9358,michaellandes
1647,alpacino
1647,colinfarrell
1647,bridgetmoynahan
9919,katehudson
9919,matthewmcconaughey
9919,kathrynhahn
6038,jackiechan
6038,owenwilson
6038,fannwong
9480,benaffleck
9480,jennifergarner
9480,colinfarrell
11615,kevinspacey
11615,katewinslet
11615,lauralinney
11635,lukewilson
11635,willferrell
11635,vincevaughn
9567,brucewillis
9567,monicabellucci
9567,colehauser
979,monicabellucci
979,vincentcassel
979,albertdupontel
455,parmindernagra
455,keiraknightley
455,jonathanrhysmeyers
6171,morganfreeman
6171,thomasjane
6171,jasonlee
9341,aaroneckhart
9341,hilaryswank
9341,delroylindo
1817,colinfarrell
1817,kiefersutherland
1817,forestwhitaker
9506,adamsandler
9506,jacknicholson
9506,luisguzmán
2832,johncusack
2832,rayliotta
2832,amandapeet
36658,patrickstewart
36658,hughjackman
36658,ianmckellen
10708,eddiemurphy
10708,jeffgarlin
10708,stevezahn
10515,keikoyokozawa
10515,mayumitanaka
10515,minoriterada
604,keanureeves
604,carrie-annemoss
604,laurencefishburne
310,jimcarrey
310,jenniferaniston
310,philipbakerhall
12,albertbrooks
12,ellendegeneres
12,alexandergould
9654,markwahlberg
9654,charlizetheron
9654,edwardnorton
9902,desmondharrington
9902,elizadushku
9902,emmanuellechriqui
584,paulwalker
584,tyresegibson
584,evamendes
290,johnturturro
290,johngoodman
290,judydavis
170,cillianmurphy
170,naomieharris
170,noahhuntley
9471,camerondiaz
9471,drewbarrymore
9471,lucyliu
1927,ericbana
1927,jenniferconnelly
1927,samelliott
296,arnoldschwarzenegger
296,nickstahl
296,clairedanes
22,johnnydepp
22,geoffreyrush
22,orlandobloom
8698,seanconnery
8698,petawilson
8698,shanewest
8961,martinlawrence
8961,willsmith
8961,jordimollà
9486,rowanatkinson
9486,johnmalkovich
9486,natalieimbruglia
1996,angelinajolie
1996,gerardbutler
1996,noahtaylor
12279,antoniobanderas
12279,carlagugino
12279,alexapenavega
8273,jasonbiggs
8273,alysonhannigan
8273,seannwilliamscott
10330,jamieleecurtis
10330,lindsaylohan
10330,markharmon
9257,samuell.jackson
9257,colinfarrell
9257,michellerodriguez
6466,robertenglund
6466,kenkirzinger
6466,jasonritter
11770,stephenchow
11770,ngman-tat
11770,patricktseyin
9362,kevinbacon
9362,fredward
9362,finncarter
10999,arnoldschwarzenegger
10999,raedawnchong
10999,danhedaya
7270,nicolascage
7270,samrockwell
7270,alisonlohman
1428,antoniobanderas
1428,salmahayek
1428,johnnydepp
153,billmurray
153,scarlettjohansson
153,annafaris
277,katebeckinsale
277,scottspeedman
277,michaelsheen
7288,benstiller
7288,drewbarrymore
7288,eileenessell
10159,dwaynejohnson
10159,seannwilliamscott
10159,rosariodawson
837,jameswoods
837,sonjasmits
837,deborahharry
4543,terrygilliam
4543,grahamchapman
4543,johncleese
1584,jackblack
1584,joancusack
1584,mikewhite
322,seanpenn
322,timrobbins
322,kevinbacon
24,umathurman
24,lucyliu
24,vivicaa.fox
9373,jessicabiel
9373,jonathantucker
9373,ericaleerhsen
4256,pamelaanderson
4256,jennymccarthy
4256,marnyeng
10009,joaquinphoenix
10009,jeremysuarez
10009,jasonraize
605,keanureeves
605,laurencefishburne
605,carrie-annemoss
10719,willferrell
10719,jamescaan
10719,zooeydeschanel
508,keiraknightley
508,heikemakatsch
508,emmathompson
8619,russellcrowe
8619,paulbettany
8619,jamesd'arcy
4970,halleberry
4970,robertdowneyjr.
4970,charless.dutton
470,seanpenn
470,naomiwatts
470,beniciodeltoro
10147,billybobthornton
10147,tonycox
10147,brettkelly
10756,eddiemurphy
10756,terencestamp
10756,nathanielparker
860,matthewbroderick
860,dabneycoleman
860,allysheedy
951,arnoldschwarzenegger
951,penelopeannmiller
951,pamelareed
9319,brucewillis
9319,damonwayans
9319,chelseafield
3176,takeshikitano
3176,tsuyakokinoshita
3176,eriishikawa
79,jetli
79,tonyleungchiu-wai
79,maggiecheung
81,sumishimamoto
81,ichirōnagai
81,gorōnaya
616,tomcruise
616,kenwatanabe
616,williamatherton
587,ewanmcgregor
587,albertfinney
587,billycrudup
122,elijahwood
122,ianmckellen
122,viggomortensen
504,charlizetheron
504,christinaricci
504,brucedern
11007,stevemartin
11007,bonniehunt
11007,piperperabo
2289,judelaw
2289,nicolekidman
2289,renéezellweger
9620,benaffleck
9620,aaroneckhart
9620,umathurman
10601,jeremysumpter
10601,jasonisaacs
10601,rachelhurd-wood
5966,benstiller
5966,jenniferaniston
5966,philipseymourhoffman
1954,ashtonkutcher
1954,melorawalters
1954,amysmart
1278,michaelpitt
1278,evagreen
1278,louisgarrel
1824,adamsandler
1824,drewbarrymore
1824,robschneider
9352,scottmechlowicz
9352,jacobpitts
9352,michelletrachtenberg
615,jimcaviezel
615,maiamorgenstern
615,monicabellucci
338,danielbrühl
338,katrinsass
338,chulpankhamatova
9384,benstiller
9384,owenwilson
9384,snoopdogg
10591,emilehirsch
10591,elishacuthbert
10591,timothyolyphant
1586,johnnydepp
1586,johnturturro
1586,mariabello
924,sarahpolley
924,vingrhames
924,jakeweber
38,jimcarrey
38,katewinslet
38,kirstendunst
11024,freddieprinzejr.
11024,sarahmichellegellar
11024,matthewlillard
553,nicolekidman
553,harrietandersson
553,laurenbacall
1487,ronperlman
1487,selmablair
1487,rupertevans
14442,annehathaway
14442,hughdancy
14442,caryelwes
923,davidemge
923,kenforee
923,scotth.reiniger
393,umathurman
393,davidcarradine
393,darylhannah
7220,thomasjane
7220,johntravolta
7220,willpatton
10096,jennifergarner
10096,markruffalo
10096,judygreer
9509,denzelwashington
9509,dakotafanning
9509,marcanthony
10625,lindsaylohan
10625,rachelmcadams
10625,timmeadows
7131,hughjackman
7131,katebeckinsale
7131,richardroxburgh
652,bradpitt
652,orlandobloom
652,ericbana
9461,brucelee
9461,sammohung
9461,jackiechan
667,seanconnery
667,akikowakabayashi
667,karindor
700,rogermoore
700,maudadams
700,louisjourdan
11474,michaelbeck
11474,jamesremar
11474,davidpatrickkelly
10775,andylau
10775,tonyleungchiu-wai
10775,anthonywong
10734,clinteastwood
10734,patrickmcgoohan
10734,robertsblossom
809,mikemyers
809,eddiemurphy
809,camerondiaz
435,dennisquaid
435,jakegyllenhaal
435,emmyrossum
673,danielradcliffe
673,rupertgrint
673,emmawatson
2789,vindiesel
2789,thandienewton
2789,karlurban
8920,billmurray
8920,breckinmeyer
8920,jenniferlovehewitt
8193,jonheder
8193,aaronruell
8193,jongries
9372,morganspurlock
9372,darylisaacs
9372,lisaganjhu
10204,jackiechan
10204,stevecoogan
10204,céciledefrance
9472,vincevaughn
9472,christinetaylor
9472,benstiller
594,tomhanks
594,catherinezeta-jones
594,stanleytucci
12153,shawnwayans
12153,marlonwayans
12153,jaimeking
11036,rachelmcadams
11036,ryangosling
11036,genarowlands
2330,samynaceri
2330,frédéricdiefenthal
2330,marioncotillard
558,tobeymaguire
558,kirstendunst
558,jamesfranco
80,ethanhawke
80,juliedelpy
80,vernondobtcheff
9477,cliveowen
9477,ioangruffudd
9477,keiraknightley
8699,willferrell
8699,christinaapplegate
8699,paulrudd
11247,hilaryduff
11247,jennifercoolidge
11247,chadmichaelmurray
2048,willsmith
2048,bridgetmoynahan
2048,alantudyk
2502,mattdamon
2502,frankapotente
2502,briancox
314,halleberry
314,benjaminbratt
314,sharonstone
6947,brycedallashoward
6947,joaquinphoenix
6947,adrienbrody
401,zachbraff
401,natalieportman
401,ianholm
1538,tomcruise
1538,jamiefoxx
1538,jadapinkettsmith
11282,johncho
11282,kalpenn
11282,paulagarcés
11130,annehathaway
11130,julieandrews
11130,héctorelizondo
395,sanaalathan
395,raoulbova
395,ewenbremner
9759,chrisevans
9759,kimbasinger
9759,jasonstatham
1577,millajovovich
1577,siennaguillory
1577,odedfehr
5137,judelaw
5137,gwynethpaltrow
5137,giovanniribisi
747,simonpegg
747,nickfrost
747,kateashfield
10555,willsmith
10555,robertdeniro
10555,renéezellweger
14337,shanecarruth
14337,davidsullivan
14337,caseygooden
3989,treyparker
3989,mattstone
3989,kristenmiller
1970,sarahmichellegellar
1970,jasonbehr
1970,cleaduvall
9675,paulgiamatti
9675,thomashadenchurch
9675,virginiamadsen
4553,christianbale
4553,jenniferjasonleigh
4553,aitanasánchez-gijón
176,caryelwes
176,dannyglover
176,monicapotter
1677,jamiefoxx
1677,kerrywashington
1677,reginaking
9806,craigt.nelson
9806,hollyhunter
9806,samuell.jackson
5255,tomhanks
5255,michaeljeter
5255,nonagaye
9801,renéezellweger
9801,hughgrant
9801,colinfirth
866,johnnydepp
866,katewinslet
866,juliechristie
2059,nicolascage
2059,dianekruger
2059,justinbartha
11836,tomkenny
11836,clancybrown
11836,rodgerbumpass
1966,colinfarrell
1966,angelinajolie
1966,valkilmer
2288,juliaroberts
2288,judelaw
2288,natalieportman
9550,takeshikaneshiro
9550,andylau
9550,zhangziyi
163,georgeclooney
163,bradpitt
163,catherinezeta-jones
36648,wesleysnipes
36648,kriskristofferson
36648,dominicpurcell
8424,guillaumecanet
8424,marioncotillard
8424,thibaultverhaeghe
16859,minamitakayama
16859,reisakuma
16859,kappeiyamaguchi
11621,shûichirômoriyama
11621,tokikokatô
11621,sanshikatsura
9732,matthewbroderick
9732,moirakelly
9732,nevecampbell
11774,jimcarrey
11774,merylstreep
11774,judelaw
670,choimin-sik
670,yooji-tae
670,kanghye-jung
9667,adrienbrody
9667,keiraknightley
9667,kriskristofferson
9316,tonyjaa
9316,petchtaiwongkamlao
9316,pumwareeyodkamol
5528,gérardjugnot
5528,françoisberléand
5528,kadmerad
4836,danielcraig
4836,tomhardy
4836,colmmeaney
10320,naomiwatts
10320,simonbaker
10320,elizabethperkins
3509,keanureeves
3509,winonaryder
3509,woodyharrelson
70,clinteastwood
70,hilaryswank
70,morganfreeman
205,doncheadle
205,sophieokonedo
205,nicknolte
118,johnnydepp
118,freddiehighmore
118,davidkelly
421,billmurray
421,anjelicahuston
421,cateblanchett
2567,leonardodicaprio
2567,cateblanchett
2567,katebeckinsale
9833,gerardbutler
9833,emmyrossum
9833,patrickwilson
693,benstiller
693,teripolo
693,robertdeniro
9947,jennifergarner
9947,goranvisnjic
9947,willyunlee
7214,samuell.jackson
7214,robbrown
7214,robertri'chard
613,brunoganz
613,alexandramarialara
613,corinnaharfouch
11096,robertdeniro
11096,dakotafanning
11096,famkejanssen
4935,takuyakimura
4935,akihiromiwa
4935,tatsuyagashûin
8488,willsmith
8488,evamendes
8488,kevinjames
561,keanureeves
561,rachelweisz
561,shialabeouf
9470,stephenchow
9470,yuenwah
9470,yuenqiu
10022,vindiesel
10022,laurengraham
10022,faithford
2026,brucewillis
2026,kevinpollak
2026,jimmybennett
9928,robinwilliams
9928,ewanmcgregor
9928,halleberry
187,jessicaalba
187,devonaoki
187,cliveowen
7364,matthewmcconaughey
7364,penélopecruz
7364,stevezahn
7453,martinfreeman
7453,zooeydeschanel
7453,samrockwell
10065,ryanreynolds
10065,melissageorge
10065,jessejames
11679,icecube
11679,samuell.jackson
11679,willemdafoe
1495,orlandobloom
1495,evagreen
1495,jeremyirons
10066,elishacuthbert
10066,parishilton
10066,brianvanholt
1640,sandrabullock
1640,doncheadle
1640,mattdillon
10027,jetli
10027,morganfreeman
10027,bobhoskins
1895,ewanmcgregor
1895,natalieportman
1895,haydenchristensen
953,benstiller
953,chrisrock
953,davidschwimmer
9291,adamsandler
9291,chrisrock
9291,burtreynolds
921,russellcrowe
921,renéezellweger
921,paulgiamatti
787,angelinajolie
787,bradpitt
787,vincevaughn
272,christianbale
272,michaelcaine
272,liamneeson
11451,lindsaylohan
11451,michaelkeaton
11451,mattdillon
9722,nicolekidman
9722,willferrell
9722,shirleymaclaine
74,tomcruise
74,dakotafanning
74,mirandaotto
9738,ioangruffudd
9738,jessicaalba
9738,chrisevans
9522,owenwilson
9522,vincevaughn
9522,christopherwalken
1635,ewanmcgregor
1635,scarlettjohansson
1635,djimonhounsou
11459,michaelangarano
11459,kurtrussell
11459,kellypreston
16320,nathanfillion
16320,ginatorres
16320,alantudyk
9913,katehudson
9913,genarowlands
9913,petersarsgaard
8292,markwahlberg
8292,tyresegibson
8292,andrébenjamin
6957,stevecarell
6957,catherinekeener
6957,paulrudd
11460,rachelmcadams
11460,cillianmurphy
11460,briancox
4442,heathledger
4442,mattdamon
4442,mackenziecrook
9335,jasonstatham
9335,ambervalletta
9335,katenauta
9007,reesewitherspoon
9007,markruffalo
9007,donallogue
1830,nicolascage
1830,bridgetmoynahan
1830,jaredleto
8814,dwaynejohnson
8814,karlurban
8814,rosamundpike
9923,keiraknightley
9923,mickeyrourke
9923,edgarramírez
8202,charlizetheron
8202,martoncsokas
8202,jonnyleemiller
8643,lauralinney
8643,tomwilkinson
8643,campbellscott
9315,jodiefoster
9315,petersarsgaard
9315,seanbean
3933,johnnydepp
3933,helenabonhamcarter
3933,emilywatson
8923,elijahwood
8923,claireforlani
8923,charliehunnam
59,viggomortensen
59,mariabello
59,heidihayes
11968,paulwalker
11968,jessicaalba
11968,scottcaan
533,petersallis
533,helenabonhamcarter
533,ralphfiennes
5236,robertdowneyjr.
5236,valkilmer
5236,michellemonaghan
11931,camerondiaz
11931,tonicollette
11931,shirleymaclaine
142,heathledger
142,jakegyllenhaal
142,randyquaid
1656,antoniobanderas
1656,catherinezeta-jones
1656,adriánalonsobarona
215,tobinbell
215,shawneesmith
215,donniewahlberg
8274,eugenelevy
8274,tadhilgenbrink
8274,ariellekebbel
25,jamiefoxx
25,jakegyllenhaal
25,scottmacdonald
9982,zachbraff
9982,joancusack
9982,danmolina
231,georgeclooney
231,mattdamon
231,jeffreywright
4348,keiraknightley
4348,matthewmacfadyen
4348,rosamundpike
9392,shaunamacdonald
9392,nataliemendoza
9392,alexreid
674,danielradcliffe
674,rupertgrint
674,emmawatson
69,joaquinphoenix
69,reesewitherspoon
69,ginnifergoodwin
6795,jonahbobo
6795,joshhutcherson
6795,daxshepard
116,jonathanrhysmeyers
116,scarlettjohansson
116,emilymortimer
411,williammoseley
411,annapopplewell
411,skandarkeynes
254,naomiwatts
254,jackblack
254,adrienbrody
1904,zhangziyi
1904,gongli
1904,youkikudoh
612,ericbana
612,danielcraig
612,ciaránhinds
9641,stevemartin
9641,eugenelevy
9641,bonniehunt
7552,jimcarrey
7552,téaleoni
7552,alecbaldwin
10045,davidbelle
10045,cyrilraffaelli
10045,tonyd'amario
1690,jayhernandez
1690,derekrichardson
1690,eythorgudjonsson
10982,annehathaway
10982,glennclose
10982,jimbelushi
834,katebeckinsale
834,scottspeedman
834,tonycurran
11283,emmathompson
11283,colinfirth
11283,kellymacdonald
9286,maryelizabethwinstead
9286,ryanmerriman
9286,krislemche
12096,stevemartin
12096,kevinkline
12096,jeanreno
9036,paulwalker
9036,brucegreenwood
9036,moonbloodgood
9920,millajovovich
9920,cameronbright
9920,nickchinlund
10025,lindsaylohan
10025,samairearmstrong
10025,chrispine
2207,brucewillis
2207,yasiinbey
2207,davidmorse
950,rayromano
950,johnleguizamo
950,denisleary
752,natalieportman
752,hugoweaving
752,stephenrea
9655,amandabynes
9655,channingtatum
9655,lauraramsey
9388,aaroneckhart
9388,mariabello
9388,cameronbright
388,denzelwashington
388,cliveowen
388,jodiefoster
9792,aaronstanford
9792,kathleenquinlan
9792,vinessashaw
582,martinagedeck
582,ulrichmühe
582,sebastiankoch
186,joshhartnett
186,brucewillis
186,lucyliu
4257,annafaris
4257,reginahall
4257,craigbierko
2652,patrickwilson
2652,ellenpage
2652,sandraoh
588,radhamitchell
588,seanbean
588,laurieholden
956,tomcruise
956,philipseymourhoffman
956,vingrhames
9530,robinwilliams
9530,cherylhines
9530,joanna'jojo'levesque
7518,brucewillis
7518,garryshandling
7518,stevecarell
503,kurtrussell
503,richarddreyfuss
503,joshlucas
591,tomhanks
591,audreytautou
591,ianmckellen
36668,hughjackman
36668,halleberry
36668,ianmckellen
9767,vincevaughn
9767,jenniferaniston
9767,joeylaurenadams
920,owenwilson
920,paulnewman
920,bonniehunt
2044,keanureeves
2044,sandrabullock
2044,shohrehaghdashloo
9339,adamsandler
9339,katebeckinsale
9339,christopherwalken
350,merylstreep
350,annehathaway
350,emilyblunt
58,johnnydepp
58,orlandobloom
58,keiraknightley
4474,umathurman
4474,lukewilson
4474,annafaris
1887,kirstendunst
1887,jasonschwartzman
1887,judydavis
10947,zacefron
10947,vanessahudgens
10947,ashleytisdale
9615,lucasblack
9615,nathaliekelley
9615,sungkang
