id,imdb_id,title,director,release_year,average_vote
1498,tt0100758,Teenage Mutant Ninja Turtles,stevebarron,1990,6
801,tt0093105,"Good Morning, Vietnam",barrylevinson,1987,7
3082,tt0027977,Modern Times,charliechaplin,1936,8
840,tt0075860,Close Encounters of the Third Kind,stevenspielberg,1977,7
243,tt0146882,High Fidelity,stephenfrears,2000,7
10501,tt0138749,The Road to El Dorado,donmichaelpaul,2000,7
879,tt0102057,Hook,stevenspielberg,1991,6
1700,tt0100157,Misery,robreiner,1990,7
10559,tt0186151,Frequency,gregoryhoblit,2000,7
106,tt0093773,Predator,johnmctiernan,1987,7
1359,tt0144084,American Psycho,maryharron,2000,7
1443,tt0159097,The Virgin Suicides,sofiacoppola,1999,7
98,tt0172495,Gladiator,ridleyscott,2000,7
10567,tt0130623,Dinosaur,ralphzondag,2000,6
9285,tt0215129,Road Trip,toddphillips,2000,5
955,tt0120755,Mission: Impossible II,johnwoo,2000,5
8584,tt0184894,Shanghai Noon,tomdey,2000,6
668,tt0064757,On Her Majesty's Secret Service,peterr.hunt,1969,6
691,tt0076752,The Spy Who Loved Me,lewisgilbert,1977,6
698,tt0079574,Moonraker,lewisgilbert,1979,5
682,tt0071807,The Man with the Golden Gun,guyhamilton,1974,6
9600,tt0208003,Big Momma's House,rajagosnell,2000,5
11072,tt0071230,Blazing Saddles,melbrooks,1974,7
985,tt0074486,Eraserhead,davidlynch,1977,7
938,tt0059578,For a Few Dollars More,sergioleone,1965,7
169,tt0100403,Predator 2,stephenhopkins,1990,6
865,tt0093894,The Running Man,paulmichaelglaser,1987,6
9659,tt0079501,Mad Max,georgemiller,1979,6
8810,tt0082694,Mad Max 2: The Road Warrior,georgemiller,1981,7
9355,tt0089530,Mad Max Beyond Thunderdome,georgemiller,1985,5
9679,tt0187078,Gone in Sixty Seconds,dominicsena,2000,6
6978,tt0090728,Big Trouble in Little China,johncarpenter,1986,7
7443,tt0120630,Chicken Run,nickpark,2000,6
2123,tt0183505,"Me, Myself & Irene",bobbyfarrelly,2000,6
2024,tt0187393,The Patriot,rolandemmerich,2000,6
2133,tt0177971,The Perfect Storm,wolfgangpetersen,2000,6
4247,tt0175142,Scary Movie,keenenivorywayans,2000,6
1788,tt0087277,Footloose,herbertross,1984,6
36657,tt0120903,X-Men,bryansinger,2000,6
2655,tt0161081,What Lies Beneath,robertzemeckis,2000,6
6282,tt0200550,Coyote Ugly,davidmcnally,2000,5
9383,tt0164052,Hollow Man,paulverhoeven,2000,5
8843,tt0209958,The Cell,tarsemsingh,2000,6
37136,tt0095705,The Naked Gun: From the Files of Police Squad!,davidzucker,1988,7
1588,tt0204946,Bring It On,peytonreed,2000,5
786,tt0181875,Almost Famous,cameroncrowe,2000,7
10637,tt0210945,Remember the Titans,boazyakin,2000,7
9003,tt0093177,Hellraiser,clivebarker,1987,6
1597,tt0212338,Meet the Parents,jayroach,2000,6
641,tt0180093,Requiem for a Dream,darrenaronofsky,2000,7
71,tt0249462,Billy Elliot,stephendaldry,2000,7
1636,tt0230030,Bedazzled,haroldramis,2000,5
10647,tt0223897,Pay It Forward,mimileder,2000,7
4327,tt0160127,Charlie's Angels,mcg,2000,5
9678,tt0185431,Little Nicky,stevenbrill,2000,5
11978,tt0203019,Men of Honor,"georgetillman,jr.",2000,7
681,tt0066995,Diamonds Are Forever,guyhamilton,1971,6
8452,tt0216216,The 6th Day,rogerspottiswoode,2000,5
8871,tt0170016,How the Grinch Stole Christmas,ronhoward,2000,6
9741,tt0217869,Unbreakable,m.nightshyamalan,2000,6
146,tt0190332,"Crouching Tiger, Hidden Dragon",anglee,2000,7
2609,tt0093748,"Planes, Trains and Automobiles",johnhughes,1987,7
708,tt0093428,The Living Daylights,johnglen,1987,6
10673,tt0094291,Wall Street,oliverstone,1987,7
107,tt0208092,Snatch,guyritchie,2000,7
392,tt0241303,Chocolat,lassehallström,2000,6
8859,tt0242423,"Dude, Where’s My Car?",dannyleiner,2000,5
11688,tt0120917,The Emperor's New Groove,markdindal,2000,7
3981,tt0207201,What Women Want,nancymeyers,2000,6
8358,tt0162222,Cast Away,robertzemeckis,2000,7
5994,tt0218967,The Family Man,brettratner,2000,6
1493,tt0212346,Miss Congeniality,donaldpetrie,2000,6
134,tt0190590,"O Brother, Where Art Thou?",joelcoen,2000,7
1900,tt0181865,Traffic,stevensoderbergh,2000,6
96,tt0092644,Beverly Hills Cop II,tonyscott,1987,6
90,tt0086960,Beverly Hills Cop,martinbrest,1984,6
10110,tt0092965,Empire of the Sun,stevenspielberg,1987,7
764,tt0083907,The Evil Dead,samraimi,1981,7
1547,tt0093437,The Lost Boys,joelschumacher,1987,6
9740,tt0212985,Hannibal,ridleyscott,2001,6
6073,tt0236493,The Mexican,goreverbinski,2001,5
853,tt0215750,Enemy at the Gates,jean-jacquesannaud,2001,7
77,tt0209144,Memento,christophernolan,2000,8
10054,tt0227538,Spy Kids,robertrodriguez,2001,5
55,tt0245712,Amores perros,alejandrogonzáleziñárritu,2000,7
4133,tt0221027,Blow,teddemme,2001,7
634,tt0243155,Bridget Jones's Diary,sharonmaguire,2001,6
111,tt0086250,Scarface,briandepalma,1983,8
1734,tt0209163,The Mummy Returns,stephensommers,2001,6
9476,tt0183790,A Knight's Tale,brianhelgeland,2001,6
808,tt0126029,Shrek,andrewadamson,2001,7
824,tt0203009,Moulin Rouge!,bazluhrmann,2001,7
676,tt0213149,Pearl Harbor,michaelbay,2001,6
966,tt0054047,The Magnificent Seven,johnsturges,1960,7
9397,tt0251075,Evolution,ivanreitman,2001,5
9705,tt0244244,Swordfish,dominicsena,2001,6
1089,tt0102685,Point Break,kathrynbigelow,1991,6
10865,tt0230011,Atlantis: The Lost Empire,garytrousdale,2001,6
1995,tt0146316,Lara Croft: Tomb Raider,simonwest,2001,5
9799,tt0232500,The Fast and the Furious,robcohen,2001,6
644,tt0212720,A.I. Artificial Intelligence,stevenspielberg,2001,6
4248,tt0257106,Scary Movie 2,keenenivorywayans,2001,5
2114,tt0173840,Final Fantasy: The Spirits Within,hironobusakaguchi,2001,5
8835,tt0250494,Legally Blonde,robertluketic,2001,6
11371,tt0227445,The Score,frankoz,2001,6
9602,tt0094898,Coming to America,johnlandis,1988,6
12144,tt0095489,The Land Before Time,donbluth,1988,7
2605,tt0091949,Short Circuit,johnbadham,1986,6
8337,tt0096256,They Live,johncarpenter,1988,7
9493,tt0096320,Twins,ivanreitman,1988,5
1648,tt0096928,Bill & Ted's Excellent Adventure,stephenherek,1989,6
9494,tt0097778,Look Who's Talking,amyheckerling,1989,5
331,tt0163025,Jurassic Park III,joejohnston,2001,5
9618,tt0098439,Tango & Cash,andreikonchalovsky,1989,6
9880,tt0247638,The Princess Diaries,garrymarshall,2001,6
5175,tt0266915,Rush Hour 2,brettratner,2001,6
2770,tt0252866,American Pie 2,j.b.rogers,2001,6
1933,tt0230600,The Others,alejandroamenábar,2001,7
9896,tt0250687,Rat Race,jerryzucker,2001,6
2294,tt0261392,Jay and Silent Bob Strike Back,kevinsmith,2001,6
8922,tt0263488,Jeepers Creepers,victorsalva,2001,6
2034,tt0139654,Training Day,antoinefuqua,2001,7
9398,tt0196229,Zoolander,benstiller,2001,6
9778,tt0240890,Serendipity,peterchelsom,2001,6
1018,tt0166924,Mulholland Drive,davidlynch,2001,7
984,tt0066999,Dirty Harry,donsiegel,1971,7
768,tt0120681,From Hell,alberthughes,2001,6
167,tt0272152,K-PAX,iainsoftley,2001,7
9378,tt0245674,Thir13en Ghosts,stevebeck,2001,5
141,tt0246578,Donnie Darko,richardkelly,2001,7
585,tt0198781,"Monsters, Inc.",petedocter,2001,7
10796,tt0267804,The One,jameswong,2001,5
9889,tt0256380,Shallow Hal,bobbyfarrelly,2001,5
671,tt0241527,Harry Potter and the Philosopher's Stone,chriscolumbus,2001,7
1535,tt0266987,Spy Game,tonyscott,2001,6
8007,tt0159273,Behind Enemy Lines,johnmoore,2001,6
161,tt0240772,Ocean's Eleven,stevensoderbergh,2001,7
194,tt0211915,Amélie,jean-pierrejeunet,2001,7
11397,tt0277371,Not Another Teen Movie,joelgallen,2001,5
1903,tt0259711,Vanilla Sky,cameroncrowe,2001,6
9428,tt0265666,The Royal Tenenbaums,wesanderson,2001,7
120,tt0120737,The Lord of the Rings: The Fellowship of the Ring,peterjackson,2001,8
453,tt0268978,A Beautiful Mind,ronhoward,2001,7
8489,tt0248667,Ali,michaelmann,2001,6
855,tt0265086,Black Hawk Down,ridleyscott,2001,7
10950,tt0277027,I Am Sam,jessienelson,2001,7
11362,tt0245844,The Count of Monte Cristo,kevinreynolds,2002,7
10229,tt0281358,A Walk to Remember,adamshankman,2002,7
8470,tt0251160,John Q,nickcassavetes,2002,7
10590,tt0277434,We Were Soldiers,randallwallace,2002,6
2135,tt0268695,The Time Machine,simonwells,2002,5
425,tt0268380,Ice Age,chriswedge,2002,7
1576,tt0120804,Resident Evil,paulw.s.anderson,2002,6
36586,tt0187738,Blade II,guillermodeltoro,2002,6
4547,tt0258000,Panic Room,davidfincher,2002,6
11452,tt0283111,National Lampoon’s Van Wilder,waltbecker,2002,5
548,tt0042876,Rashomon,akirakurosawa,1950,8
8346,tt0259446,My Big Fat Greek Wedding,joelzwick,2002,6
9334,tt0277296,The Scorpion King,chuckrussell,2002,5
557,tt0145487,Spider-Man,samraimi,2002,6
245,tt0276751,About a Boy,chrisweitz,2002,6
1894,tt0121765,Star Wars: Episode II - Attack of the Clones,georgelucas,2002,6
320,tt0278504,Insomnia,christophernolan,2002,6
9023,tt0166813,Spirit: Stallion of the Cimarron,kellyasbury,2002,7
4614,tt0164184,The Sum of All Fears,philaldenrobinson,2002,5
2501,tt0258463,The Bourne Identity,dougliman,2002,7
9637,tt0267913,Scooby-Doo,rajagosnell,2002,5
11544,tt0275847,Lilo & Stitch,deandeblois,2002,7
180,tt0181689,Minority Report,stevenspielberg,2002,7
2022,tt0280590,Mr. Deeds,stevenbrill,2002,5
608,tt0120912,Men in Black II,barrysonnenfeld,2002,6
6278,tt0253556,Reign of Fire,robbowman,2002,6
4147,tt0257044,Road to Perdition,sammendes,2002,7
10996,tt0243585,Stuart Little 2,robminkoff,2002,5
818,tt0295178,Austin Powers in Goldmember,jayroach,2002,5
2675,tt0286106,Signs,m.nightshyamalan,2002,6
9488,tt0287717,Spy Kids 2: The Island of Lost Dreams,robertrodriguez,2002,5
7451,tt0295701,xXx,robcohen,2002,5
9357,tt0265459,One Hour Photo,markromanek,2002,6
9595,tt0102059,Hot Shots!,jimabrahams,1991,6
4108,tt0293662,The Transporter,louisleterrier,2002,6
129,tt0245429,Spirited Away,hayaomiyazaki,2001,8
10771,tt0290095,The Tuxedo,kevindonovan,2002,5
9533,tt0289765,Red Dragon,brettratner,2002,6
1430,tt0310793,Bowling for Columbine,michaelmoore,2002,7
8051,tt0272338,Punch-Drunk Love,paulthomasanderson,2002,6
565,tt0298130,The Ring,goreverbinski,2002,6
12477,tt0095327,Grave of the Fireflies,isaotakahata,1988,8
9645,tt0288477,Ghost Ship,stevebeck,2002,5
65,tt0298203,8 Mile,curtishanson,2002,6
672,tt0295297,Harry Potter and the Chamber of Secrets,chriscolumbus,2002,7
36669,tt0246460,Die Another Day,leetamahori,2002,5
9016,tt0133240,Treasure Planet,ronclements,2002,7
2757,tt0268126,Adaptation.,spikejonze,2002,7
7299,tt0238380,Equilibrium,kurtwimmer,2002,6
7303,tt0252076,Maid in Manhattan,waynewang,2002,5
201,tt0253754,Star Trek: Nemesis,stuartbaird,2002,6
121,tt0167261,The Lord of the Rings: The Two Towers,peterjackson,2002,8
1429,tt0307901,25th Hour,spikelee,2002,7
3131,tt0217505,Gangs of New York,martinscorsese,2002,7
2642,tt0313737,Two Weeks Notice,marclawrence,2002,5
4032,tt0102492,My Girl,howardzieff,1991,7
8392,tt0096283,My Neighbor Totoro,hayaomiyazaki,1988,8
640,tt0264464,Catch Me If You Can,stevenspielberg,2002,7
1574,tt0299658,Chicago,robmarshall,2002,6
590,tt0274558,The Hours,stephendaldry,2002,7
423,tt0253474,The Pianist,romanpolanski,2002,8
598,tt0317248,City of God,fernandomeirelles,2002,8
9358,tt0309593,Final Destination 2,davidr.ellis,2003,5
1647,tt0292506,The Recruit,rogerdonaldson,2003,6
9919,tt0251127,How to Lose a Guy in 10 Days,donaldpetrie,2003,6
6038,tt0300471,Shanghai Knights,daviddobkin,2003,6
9480,tt0287978,Daredevil,markstevenjohnson,2003,5
11615,tt0289992,The Life of David Gale,alanparker,2003,7
11635,tt0302886,Old School,toddphillips,2003,6
9567,tt0314353,Tears of the Sun,antoinefuqua,2003,6
979,tt0290673,Irreversible,gasparnoé,2002,7
455,tt0286499,Bend It Like Beckham,gurinderchadha,2002,6
6171,tt0285531,Dreamcatcher,lawrencekasdan,2003,5
9341,tt0298814,The Core,jonamiel,2003,5
1817,tt0183649,Phone Booth,joelschumacher,2002,6
9506,tt0305224,Anger Management,petersegal,2003,5
2832,tt0309698,Identity,jamesmangold,2003,7
36658,tt0290334,X2,bryansinger,2003,6
10708,tt0317303,Daddy Day Care,stevecarr,2003,5
10515,tt0092067,Castle in the Sky,hayaomiyazaki,1986,7
604,tt0234215,The Matrix Reloaded,lillywachowski,2003,6
310,tt0315327,Bruce Almighty,tomshadyac,2003,6
12,tt0266543,Finding Nemo,andrewstanton,2003,7
9654,tt0317740,The Italian Job,f.garygray,2003,6
9902,tt0295700,Wrong Turn,robschmidt,2003,6
584,tt0322259,2 Fast 2 Furious,johnsingleton,2003,6
290,tt0101410,Barton Fink,joelcoen,1991,7
170,tt0289043,28 Days Later,dannyboyle,2002,7
9471,tt0305357,Charlie's Angels: Full Throttle,mcg,2003,5
1927,tt0286716,Hulk,anglee,2003,5
296,tt0181852,Terminator 3: Rise of the Machines,jonathanmostow,2003,5
22,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,goreverbinski,2003,7
8698,tt0311429,The League of Extraordinary Gentlemen,stephennorrington,2003,5
8961,tt0172156,Bad Boys II,michaelbay,2003,6
9486,tt0274166,Johnny English,peterhowitt,2003,6
1996,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,jandebont,2003,5
12279,tt0338459,Spy Kids 3-D: Game Over,robertrodriguez,2003,4
8273,tt0328828,American Wedding,jessedylan,2003,6
10330,tt0322330,Freaky Friday,markwaters,2003,6
9257,tt0257076,S.W.A.T.,clarkjohnson,2003,5
6466,tt0329101,Freddy vs. Jason,ronnyyu,2003,5
11770,tt0286112,Shaolin Soccer,stephenchow,2001,6
9362,tt0100814,Tremors,ronunderwood,1990,6
10999,tt0088944,Commando,markl.lester,1985,6
7270,tt0325805,Matchstick Men,ridleyscott,2003,6
1428,tt0285823,Once Upon a Time in Mexico,robertrodriguez,2003,6
153,tt0335266,Lost in Translation,sofiacoppola,2003,7
277,tt0320691,Underworld,lenwiseman,2003,6
7288,tt0266489,Duplex,dannydevito,2003,5
10159,tt0327850,The Rundown,peterberg,2003,6
837,tt0086541,Videodrome,davidcronenberg,1983,7
4543,tt0085959,The Meaning of Life,terrygilliam,1983,7
1584,tt0332379,School of Rock,richardlinklater,2003,6
322,tt0327056,Mystic River,clinteastwood,2003,7
24,tt0266697,Kill Bill: Vol. 1,quentintarantino,2003,7
9373,tt0324216,The Texas Chainsaw Massacre,marcusnispel,2003,6
4256,tt0306047,Scary Movie 3,davidzucker,2003,5
10009,tt0328880,Brother Bear,aaronblaise,2003,6
605,tt0242653,The Matrix Revolutions,lillywachowski,2003,6
10719,tt0319343,Elf,jonfavreau,2003,6
508,tt0314331,Love Actually,richardcurtis,2003,7
8619,tt0311113,Master and Commander: The Far Side of the World,peterweir,2003,6
4970,tt0348836,Gothika,mathieukassovitz,2003,5
470,tt0315733,21 Grams,alejandrogonzáleziñárritu,2003,7
10147,tt0307987,Bad Santa,terryzwigoff,2003,6
10756,tt0338094,The Haunted Mansion,robminkoff,2003,5
860,tt0086567,WarGames,johnbadham,1983,7
951,tt0099938,Kindergarten Cop,ivanreitman,1990,5
9319,tt0102266,The Last Boy Scout,tonyscott,1991,6
3176,tt0266308,Battle Royale,kinjifukasaku,2000,7
79,tt0299977,Hero,zhangyimou,2002,7
81,tt0087544,Nausicaä of the Valley of the Wind,hayaomiyazaki,1984,7
616,tt0325710,The Last Samurai,edwardzwick,2003,7
587,tt0319061,Big Fish,timburton,2003,7
122,tt0167260,The Lord of the Rings: The Return of the King,peterjackson,2003,8
504,tt0340855,Monster,pattyjenkins,2003,7
11007,tt0349205,Cheaper by the Dozen,shawnlevy,2003,6
2289,tt0159365,Cold Mountain,anthonyminghella,2003,6
9620,tt0338337,Paycheck,johnwoo,2003,5
5966,tt0343135,Along Came Polly,johnhamburg,2004,5
1954,tt0289879,The Butterfly Effect,ericbress,2004,7
1278,tt0309987,The Dreamers,bernardobertolucci,2003,7
1824,tt0343660,50 First Dates,petersegal,2004,6
9352,tt0356150,EuroTrip,jeffschaffer,2004,6
615,tt0335345,The Passion of the Christ,melgibson,2004,6
338,tt0301357,"Good bye, Lenin!",wolfgangbecker,2003,7
9384,tt0335438,Starsky & Hutch,toddphillips,2004,5
10591,tt0265208,The Girl Next Door,lukegreenfield,2004,6
1586,tt0363988,Secret Window,davidkoepp,2004,6
924,tt0363547,Dawn of the Dead,zacksnyder,2004,6
38,tt0338013,Eternal Sunshine of the Spotless Mind,michelgondry,2004,7
11024,tt0331632,Scooby-Doo 2: Monsters Unleashed,rajagosnell,2004,5
553,tt0276919,Dogville,larsvontrier,2003,7
1487,tt0167190,Hellboy,guillermodeltoro,2004,6
14442,tt0327679,Ella Enchanted,tommyo'haver,2004,5
393,tt0378194,Kill Bill: Vol. 2,quentintarantino,2004,7
7220,tt0330793,The Punisher,jonathanhensleigh,2004,6
10096,tt0337563,13 Going on 30,garywinick,2004,6
9509,tt0328107,Man on Fire,tonyscott,2004,7
10625,tt0377092,Mean Girls,markwaters,2004,6
7131,tt0338526,Van Helsing,stephensommers,2004,6
652,tt0332452,Troy,wolfgangpetersen,2004,6
9461,tt0070034,Enter the Dragon,robertclouse,1973,7
667,tt0062512,You Only Live Twice,lewisgilbert,1967,6
700,tt0086034,Octopussy,johnglen,1983,6
11474,tt0080120,The Warriors,walterhill,1979,7
10775,tt0338564,Infernal Affairs,andrewlau,2002,7
10734,tt0079116,Escape from Alcatraz,donsiegel,1979,7
809,tt0298148,Shrek 2,andrewadamson,2004,6
435,tt0319262,The Day After Tomorrow,rolandemmerich,2004,6
673,tt0304141,Harry Potter and the Prisoner of Azkaban,alfonsocuarón,2004,7
2789,tt0296572,The Chronicles of Riddick,davidtwohy,2004,6
8920,tt0356634,Garfield,peterhewitt,2004,5
8193,tt0374900,Napoleon Dynamite,jaredhess,2004,6
9372,tt0390521,Super Size Me,morganspurlock,2004,6
10204,tt0327437,Around the World in 80 Days,frankcoraci,2004,5
9472,tt0364725,DodgeBall: A True Underdog Story,rawsonmarshallthurber,2004,6
594,tt0362227,The Terminal,stevenspielberg,2004,7
12153,tt0381707,White Chicks,keenenivorywayans,2004,6
11036,tt0332280,The Notebook,nickcassavetes,2004,7
2330,tt0152930,Taxi,gérardpirès,1998,6
558,tt0316654,Spider-Man 2,samraimi,2004,6
80,tt0381681,Before Sunset,richardlinklater,2004,7
9477,tt0349683,King Arthur,antoinefuqua,2004,6
8699,tt0357413,Anchorman: The Legend of Ron Burgundy,adammckay,2004,6
11247,tt0356470,A Cinderella Story,markrosman,2004,6
2048,tt0343818,"I, Robot",alexproyas,2004,6
2502,tt0372183,The Bourne Supremacy,paulgreengrass,2004,7
314,tt0327554,Catwoman,pitof,2004,4
6947,tt0368447,The Village,m.nightshyamalan,2004,6
401,tt0333766,Garden State,zachbraff,2004,7
1538,tt0369339,Collateral,michaelmann,2004,7
11282,tt0366551,Harold & Kumar Go to White Castle,dannyleiner,2004,6
11130,tt0368933,The Princess Diaries 2: Royal Engagement,garrymarshall,2004,6
395,tt0370263,AVP: Alien vs. Predator,paulw.s.anderson,2004,5
9759,tt0337921,Cellular,davidr.ellis,2004,6
1577,tt0318627,Resident Evil: Apocalypse,alexanderwitt,2004,6
5137,tt0346156,Sky Captain and the World of Tomorrow,kerryconran,2004,5
747,tt0365748,Shaun of the Dead,edgarwright,2004,7
10555,tt0307453,Shark Tale,vickyjenson,2004,5
14337,tt0390384,Primer,shanecarruth,2004,6
3989,tt0372588,Team America: World Police,treyparker,2004,6
1970,tt0391198,The Grudge,takashishimizu,2004,5
9675,tt0375063,Sideways,alexanderpayne,2004,6
4553,tt0361862,The Machinist,bradanderson,2004,7
176,tt0387564,Saw,jameswan,2004,7
1677,tt0350258,Ray,taylorhackford,2004,7
9806,tt0317705,The Incredibles,bradbird,2004,7
5255,tt0338348,The Polar Express,robertzemeckis,2004,6
9801,tt0317198,Bridget Jones: The Edge of Reason,beebankidron,2004,6
866,tt0308644,Finding Neverland,marcforster,2004,7
2059,tt0368891,National Treasure,jonturteltaub,2004,6
11836,tt0345950,The SpongeBob SquarePants Movie,stephenhillenburg,2004,6
1966,tt0346491,Alexander,oliverstone,2004,5
2288,tt0376541,Closer,mikenichols,2004,6
9550,tt0385004,House of Flying Daggers,zhangyimou,2004,7
163,tt0349903,Ocean's Twelve,stevensoderbergh,2004,6
36648,tt0359013,Blade: Trinity,davids.goyer,2004,5
8424,tt0364517,Love Me If You Dare,yannsamuell,2003,7
16859,tt0097814,Kiki's Delivery Service,hayaomiyazaki,1989,7
11621,tt0104652,Porco Rosso,hayaomiyazaki,1992,7
9732,tt0120131,The Lion King 2: Simba's Pride,darrellrooney,1998,6
11774,tt0339291,Lemony Snicket's A Series of Unfortunate Events,bradsilberling,2004,6
670,tt0364569,Oldboy,parkchan-wook,2003,8
9667,tt0366627,The Jacket,johnmaybury,2005,6
9316,tt0368909,Ong-Bak: The Thai Warrior,prachyapinkaew,2003,7
5528,tt0372824,The Chorus,christophebarratier,2004,7
4836,tt0375912,Layer Cake,matthewvaughn,2004,7
10320,tt0377109,The Ring Two,hideonakata,2005,5
3509,tt0405296,A Scanner Darkly,richardlinklater,2006,6
70,tt0405159,Million Dollar Baby,clinteastwood,2004,7
205,tt0395169,Hotel Rwanda,terrygeorge,2004,7
118,tt0367594,Charlie and the Chocolate Factory,timburton,2005,6
421,tt0362270,The Life Aquatic with Steve Zissou,wesanderson,2004,7
2567,tt0338751,The Aviator,martinscorsese,2004,7
9833,tt0293508,The Phantom of the Opera,joelschumacher,2004,7
693,tt0290002,Meet the Fockers,jayroach,2004,6
9947,tt0357277,Elektra,robbowman,2005,4
7214,tt0393162,Coach Carter,thomascarter,2005,7
613,tt0363163,Downfall,oliverhirschbiegel,2004,7
11096,tt0382077,Hide and Seek,johnpolson,2005,6
4935,tt0347149,Howl's Moving Castle,hayaomiyazaki,2004,8
8488,tt0386588,Hitch,andytennant,2005,6
561,tt0360486,Constantine,francislawrence,2005,6
9470,tt0373074,Kung Fu Hustle,stephenchow,2004,7
10022,tt0395699,The Pacifier,adamshankman,2005,5
2026,tt0340163,Hostage,florent-emiliosiri,2005,6
9928,tt0358082,Robots,chriswedge,2005,6
187,tt0401792,Sin City,robertrodriguez,2005,7
7364,tt0318649,Sahara,breckeisner,2005,5
7453,tt0371724,The Hitchhiker's Guide to the Galaxy,garthjennings,2005,6
10065,tt0384806,The Amityville Horror,andrewdouglas,2005,6
11679,tt0329774,xXx: State of the Union,leetamahori,2005,4
1495,tt0320661,Kingdom of Heaven,ridleyscott,2005,6
10066,tt0397065,House of Wax,jaumecollet-serra,2005,5
1640,tt0375679,Crash,paulhaggis,2004,7
10027,tt0342258,Unleashed,louisleterrier,2005,6
1895,tt0121766,Star Wars: Episode III - Revenge of the Sith,georgelucas,2005,7
953,tt0351283,Madagascar,ericdarnell,2005,6
9291,tt0398165,The Longest Yard,petersegal,2005,6
921,tt0352248,Cinderella Man,ronhoward,2005,7
787,tt0356910,Mr. & Mrs. Smith,dougliman,2005,6
272,tt0372784,Batman Begins,christophernolan,2005,7
11451,tt0400497,Herbie Fully Loaded,angelarobinson,2005,5
9722,tt0374536,Bewitched,noraephron,2005,4
74,tt0407304,War of the Worlds,stevenspielberg,2005,6
9738,tt0120667,Fantastic Four,timstory,2005,5
9522,tt0396269,Wedding Crashers,daviddobkin,2005,6
1635,tt0399201,The Island,michaelbay,2005,6
11459,tt0405325,Sky High,mikemitchell,2005,5
16320,tt0379786,Serenity,josswhedon,2005,7
9913,tt0397101,The Skeleton Key,iainsoftley,2005,6
8292,tt0430105,Four Brothers,johnsingleton,2005,6
6957,tt0405422,The 40 Year Old Virgin,juddapatow,2005,6
11460,tt0421239,Red Eye,wescraven,2005,6
4442,tt0355295,The Brothers Grimm,terrygilliam,2005,5
9335,tt0388482,Transporter 2,louisleterrier,2005,6
9007,tt0425123,Just Like Heaven,markwaters,2005,6
1830,tt0399295,Lord of War,andrewniccol,2005,7
8814,tt0419706,Doom,andrzejbartkowiak,2005,5
9923,tt0421054,Domino,tonyscott,2005,6
8202,tt0402022,Æon Flux,karynkusama,2005,5
8643,tt0404032,The Exorcism of Emily Rose,scottderrickson,2005,6
9315,tt0408790,Flightplan,robertschwentke,2005,6
3933,tt0121164,Corpse Bride,timburton,2005,7
8923,tt0385002,Green Street Hooligans,lexialexander,2005,7
59,tt0399146,A History of Violence,davidcronenberg,2005,6
11968,tt0378109,Into the Blue,johnstockwell,2005,5
533,tt0312004,The Curse of the Were-Rabbit,nickpark,2005,6
5236,tt0373469,Kiss Kiss Bang Bang,shaneblack,2005,7
11931,tt0388125,In Her Shoes,curtishanson,2005,6
142,tt0388795,Brokeback Mountain,anglee,2005,7
1656,tt0386140,The Legend of Zorro,martincampbell,2005,5
215,tt0432348,Saw II,darrenlynnbousman,2005,6
8274,tt0436058,American Pie Presents: Band Camp,steverash,2005,5
25,tt0418763,Jarhead,sammendes,2005,6
9982,tt0371606,Chicken Little,markdindal,2005,5
231,tt0365737,Syriana,stephengaghan,2005,6
4348,tt0414387,Pride & Prejudice,joewright,2005,7
9392,tt0435625,The Descent,neilmarshall,2005,6
674,tt0330373,Harry Potter and the Goblet of Fire,mikenewell,2005,7
69,tt0358273,Walk the Line,jamesmangold,2005,7
6795,tt0406375,Zathura: A Space Adventure,jonfavreau,2005,6
116,tt0416320,Match Point,woodyallen,2005,7
411,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",andrewadamson,2005,6
254,tt0360717,King Kong,peterjackson,2005,6
1904,tt0397535,Memoirs of a Geisha,robmarshall,2005,7
612,tt0408306,Munich,stevenspielberg,2005,7
9641,tt0452598,Cheaper by the Dozen 2,adamshankman,2005,5
7552,tt0369441,Fun with Dick and Jane,deanparisot,2005,5
10045,tt0414852,District B13,pierremorel,2004,6
1690,tt0450278,Hostel,eliroth,2005,5
10982,tt0443536,Hoodwinked!,coryedwards,2005,6
834,tt0401855,Underworld: Evolution,lenwiseman,2006,6
11283,tt0396752,Nanny McPhee,kirkjones,2005,6
9286,tt0414982,Final Destination 3,jameswong,2006,5
12096,tt0383216,The Pink Panther,shawnlevy,2006,5
9036,tt0397313,Eight Below,frankmarshall,2006,6
9920,tt0370032,Ultraviolet,kurtwimmer,2006,4
10025,tt0397078,Just My Luck,donaldpetrie,2006,5
2207,tt0450232,16 Blocks,richarddonner,2006,6
950,tt0438097,Ice Age: The Meltdown,carlossaldanha,2006,6
752,tt0434409,V for Vendetta,jamesmcteigue,2006,7
9655,tt0454945,She's the Man,andyfickman,2006,6
9388,tt0427944,Thank You for Smoking,jasonreitman,2005,7
388,tt0454848,Inside Man,spikelee,2006,7
9792,tt0454841,The Hills Have Eyes,alexandreaja,2006,6
582,tt0405094,The Lives of Others,florianhenckelvondonnersmarck,2006,7
186,tt0425210,Lucky Number Slevin,paulmcguigan,2006,7
