title,genre
Entrapment,Mystery
The Mummy,Adventure
The Mummy,Action
The Mummy,Fantasy
Star Wars: Episode I - The Phantom Menace,Adventure
Star Wars: Episode I - The Phantom Menace,Action
Star Wars: Episode I - The Phantom Menace,Science Fiction
Superman,Action
Superman,Adventure
Superman,Fantasy
Superman,Science Fiction
Superman II,Action
Superman II,Adventure
Superman II,Fantasy
Superman II,Science Fiction
Superman III,Comedy
Superman III,Action
Superman III,Adventure
Superman III,Fantasy
Superman III,Science Fiction
The Rocky Horror Picture Show,Comedy
The Rocky Horror Picture Show,Horror
The Rocky Horror Picture Show,Music
The Rocky Horror Picture Show,Science Fiction
Notting Hill,Romance
Notting Hill,Comedy
Notting Hill,Drama
Austin Powers: The Spy Who Shagged Me,Adventure
Austin Powers: The Spy Who Shagged Me,Comedy
Austin Powers: The Spy Who Shagged Me,Crime
Austin Powers: The Spy Who Shagged Me,Science Fiction
Tarzan,Adventure
Tarzan,Animation
Tarzan,Drama
Tarzan,Family
The Legend of 1900,Fantasy
Run Lola Run,Action
Run Lola Run,Drama
Run Lola Run,Thriller
Big Daddy,Comedy
Big Daddy,Drama
Arachnophobia,Comedy
Arachnophobia,Horror
"South Park: Bigger, Longer & Uncut",Animation
"South Park: Bigger, Longer & Uncut",Comedy
"South Park: Bigger, Longer & Uncut",Music
Wild Wild West,Action
Wild Wild West,Adventure
Wild Wild West,Comedy
Wild Wild West,Science Fiction
Wild Wild West,Western
American Pie,Comedy
American Pie,Romance
The Blair Witch Project,Horror
The Blair Witch Project,Mystery
Eyes Wide Shut,Mystery
Eyes Wide Shut,Drama
Ghostbusters,Comedy
Ghostbusters,Fantasy
Ghostbusters II,Comedy
Ghostbusters II,Fantasy
Deep Blue Sea,Action
Deep Blue Sea,Science Fiction
Deep Blue Sea,Thriller
Runaway Bride,Comedy
Runaway Bride,Romance
Spartacus,Action
Spartacus,Drama
Spartacus,History
Barry Lyndon,Drama
Barry Lyndon,Romance
Barry Lyndon,War
The Iron Giant,Adventure
The Iron Giant,Animation
The Iron Giant,Family
The Iron Giant,Fantasy
The Iron Giant,Science Fiction
The Sixth Sense,Mystery
The Sixth Sense,Thriller
The Sixth Sense,Drama
Airplane!,Comedy
Big,Fantasy
Big,Drama
Big,Comedy
Big,Romance
Big,Family
The 13th Warrior,Adventure
The 13th Warrior,Fantasy
The 13th Warrior,Action
American Beauty,Drama
Deliverance,Drama
Deliverance,Adventure
Deliverance,Thriller
Three Kings,Action
Three Kings,Adventure
Three Kings,Comedy
Total Recall,Action
Total Recall,Adventure
Total Recall,Science Fiction
Ferris Bueller's Day Off,Comedy
Goldfinger,Adventure
Goldfinger,Action
Goldfinger,Thriller
From Russia with Love,Action
From Russia with Love,Thriller
From Russia with Love,Adventure
Dr. No,Adventure
Dr. No,Action
Dr. No,Thriller
A Fistful of Dollars,Western
Home Alone 2: Lost in New York,Comedy
Home Alone 2: Lost in New York,Family
Home Alone 2: Lost in New York,Adventure
Home Alone 2: Lost in New York,Crime
Fight Club,Drama
RoboCop,Action
RoboCop,Thriller
RoboCop,Science Fiction
RoboCop 2,Action
RoboCop 2,Adventure
RoboCop 2,Crime
RoboCop 2,Science Fiction
RoboCop 2,Thriller
Who Framed Roger Rabbit,Fantasy
Who Framed Roger Rabbit,Animation
Who Framed Roger Rabbit,Comedy
Who Framed Roger Rabbit,Crime
Who Framed Roger Rabbit,Family
For Your Eyes Only,Adventure
For Your Eyes Only,Action
For Your Eyes Only,Thriller
Licence to Kill,Adventure
Licence to Kill,Action
Licence to Kill,Thriller
Live and Let Die,Adventure
Live and Let Die,Action
Live and Let Die,Thriller
Thunderball,Adventure
Thunderball,Action
Thunderball,Thriller
Being John Malkovich,Fantasy
Being John Malkovich,Drama
Being John Malkovich,Comedy
Princess Mononoke,Adventure
Princess Mononoke,Fantasy
Princess Mononoke,Animation
The Bone Collector,Drama
The Bone Collector,Mystery
The Bone Collector,Thriller
The Bone Collector,Crime
The Insider,Drama
The Insider,Thriller
Falling Down,Crime
Falling Down,Drama
Falling Down,Thriller
Spaceballs,Comedy
Spaceballs,Science Fiction
Robin Hood,Animation
Robin Hood,Family
Trading Places,Comedy
Dogma,Fantasy
Dogma,Comedy
Dogma,Adventure
Sleepy Hollow,Drama
Sleepy Hollow,Fantasy
Sleepy Hollow,Thriller
Sleepy Hollow,Mystery
The World Is Not Enough,Adventure
The World Is Not Enough,Action
The World Is Not Enough,Thriller
Awakenings,Drama
End of Days,Action
End of Days,Fantasy
End of Days,Horror
End of Days,Mystery
Toy Story 2,Animation
Toy Story 2,Comedy
Toy Story 2,Family
The Green Mile,Fantasy
The Green Mile,Drama
The Green Mile,Crime
Bicentennial Man,Comedy
Bicentennial Man,Science Fiction
Stuart Little,Animation
Stuart Little,Fantasy
Stuart Little,Family
Stuart Little,Comedy
Magnolia,Drama
Man on the Moon,Comedy
Man on the Moon,Drama
Man on the Moon,Romance
Galaxy Quest,Comedy
Galaxy Quest,Family
Galaxy Quest,Science Fiction
The Talented Mr. Ripley,Thriller
The Talented Mr. Ripley,Crime
The Talented Mr. Ripley,Drama
"Girl, Interrupted",Drama
Papillon,Crime
Papillon,Drama
Sister Act,Music
Sister Act,Comedy
Scent of a Woman,Drama
Wayne's World,Music
Wayne's World,Comedy
Patriot Games,Drama
Patriot Games,Action
Patriot Games,Thriller
Patriot Games,Crime
The Bodyguard,Thriller
The Bodyguard,Action
The Bodyguard,Drama
The Bodyguard,Music
The Bodyguard,Romance
Death Becomes Her,Fantasy
Death Becomes Her,Comedy
Scream 3,Horror
Scream 3,Mystery
The Boondock Saints,Action
The Boondock Saints,Thriller
The Boondock Saints,Crime
The Beach,Drama
The Beach,Adventure
The Beach,Romance
The Beach,Thriller
Pitch Black,Thriller
Pitch Black,Science Fiction
Pitch Black,Action
The Whole Nine Yards,Comedy
The Whole Nine Yards,Crime
City Lights,Comedy
City Lights,Drama
City Lights,Romance
The Ninth Gate,Horror
The Ninth Gate,Mystery
The Ninth Gate,Thriller
Dog Day Afternoon,Crime
Dog Day Afternoon,Drama
Dog Day Afternoon,Thriller
JFK,Drama
JFK,Thriller
JFK,History
Erin Brockovich,Drama
Final Destination,Horror
Thelma & Louise,Drama
Thelma & Louise,Thriller
Thelma & Louise,Crime
Thelma & Louise,Adventure
Teenage Mutant Ninja Turtles,Science Fiction
Teenage Mutant Ninja Turtles,Action
Teenage Mutant Ninja Turtles,Adventure
Teenage Mutant Ninja Turtles,Comedy
Teenage Mutant Ninja Turtles,Family
"Good Morning, Vietnam",Comedy
"Good Morning, Vietnam",Drama
"Good Morning, Vietnam",War
Modern Times,Drama
Modern Times,Comedy
Close Encounters of the Third Kind,Science Fiction
Close Encounters of the Third Kind,Drama
High Fidelity,Comedy
High Fidelity,Drama
High Fidelity,Romance
High Fidelity,Music
The Road to El Dorado,Adventure
The Road to El Dorado,Animation
The Road to El Dorado,Comedy
The Road to El Dorado,Family
Hook,Adventure
Hook,Fantasy
Hook,Comedy
Hook,Family
Misery,Drama
Misery,Thriller
Frequency,Crime
Frequency,Drama
Frequency,Science Fiction
Frequency,Thriller
Predator,Science Fiction
Predator,Action
Predator,Adventure
Predator,Thriller
American Psycho,Thriller
American Psycho,Drama
American Psycho,Crime
The Virgin Suicides,Drama
The Virgin Suicides,Romance
Gladiator,Action
Gladiator,Drama
Gladiator,Adventure
Dinosaur,Animation
Dinosaur,Family
Road Trip,Comedy
Road Trip,Adventure
Mission: Impossible II,Adventure
Mission: Impossible II,Action
Mission: Impossible II,Thriller
Shanghai Noon,Adventure
Shanghai Noon,Action
Shanghai Noon,Comedy
Shanghai Noon,Western
On Her Majesty's Secret Service,Adventure
On Her Majesty's Secret Service,Action
On Her Majesty's Secret Service,Thriller
The Spy Who Loved Me,Adventure
The Spy Who Loved Me,Action
The Spy Who Loved Me,Thriller
Moonraker,Action
Moonraker,Adventure
Moonraker,Thriller
Moonraker,Science Fiction
The Man with the Golden Gun,Adventure
The Man with the Golden Gun,Action
The Man with the Golden Gun,Thriller
Big Momma's House,Crime
Big Momma's House,Comedy
Blazing Saddles,Western
Blazing Saddles,Comedy
Eraserhead,Drama
Eraserhead,Fantasy
Eraserhead,Horror
Eraserhead,Science Fiction
For a Few Dollars More,Western
Predator 2,Science Fiction
Predator 2,Action
Predator 2,Thriller
The Running Man,Action
The Running Man,Science Fiction
Mad Max,Adventure
Mad Max,Action
Mad Max,Thriller
Mad Max,Science Fiction
Mad Max 2: The Road Warrior,Adventure
Mad Max 2: The Road Warrior,Action
Mad Max 2: The Road Warrior,Thriller
Mad Max 2: The Road Warrior,Science Fiction
Mad Max Beyond Thunderdome,Action
Mad Max Beyond Thunderdome,Adventure
Mad Max Beyond Thunderdome,Science Fiction
Gone in Sixty Seconds,Action
Gone in Sixty Seconds,Crime
Gone in Sixty Seconds,Thriller
Big Trouble in Little China,Action
Big Trouble in Little China,Adventure
Big Trouble in Little China,Comedy
Big Trouble in Little China,Fantasy
Chicken Run,Animation
Chicken Run,Comedy
Chicken Run,Family
"Me, Myself & Irene",Comedy
The Patriot,Drama
The Patriot,History
The Patriot,War
The Patriot,Action
The Perfect Storm,Drama
Scary Movie,Comedy
Footloose,Drama
Footloose,Family
Footloose,Music
Footloose,Romance
X-Men,Adventure
X-Men,Action
X-Men,Science Fiction
What Lies Beneath,Drama
What Lies Beneath,Horror
What Lies Beneath,Mystery
What Lies Beneath,Thriller
Coyote Ugly,Comedy
Coyote Ugly,Drama
Coyote Ugly,Music
Coyote Ugly,Romance
Hollow Man,Action
Hollow Man,Science Fiction
Hollow Man,Thriller
The Cell,Horror
The Cell,Science Fiction
The Cell,Thriller
The Naked Gun: From the Files of Police Squad!,Comedy
The Naked Gun: From the Files of Police Squad!,Crime
Bring It On,Comedy
Almost Famous,Drama
Almost Famous,Music
Remember the Titans,Drama
Hellraiser,Horror
Meet the Parents,Comedy
Meet the Parents,Romance
Requiem for a Dream,Crime
Requiem for a Dream,Drama
Billy Elliot,Drama
Billy Elliot,Comedy
Billy Elliot,Music
Bedazzled,Fantasy
Bedazzled,Comedy
Bedazzled,Romance
Pay It Forward,Drama
Pay It Forward,Romance
Charlie's Angels,Action
Charlie's Angels,Adventure
Charlie's Angels,Comedy
Charlie's Angels,Crime
Charlie's Angels,Thriller
Little Nicky,Comedy
Little Nicky,Fantasy
Little Nicky,Romance
Men of Honor,Drama
Diamonds Are Forever,Adventure
Diamonds Are Forever,Action
Diamonds Are Forever,Thriller
The 6th Day,Science Fiction
How the Grinch Stole Christmas,Family
How the Grinch Stole Christmas,Comedy
How the Grinch Stole Christmas,Fantasy
Unbreakable,Science Fiction
Unbreakable,Thriller
Unbreakable,Drama
"Crouching Tiger, Hidden Dragon",Adventure
"Crouching Tiger, Hidden Dragon",Drama
"Crouching Tiger, Hidden Dragon",Action
"Crouching Tiger, Hidden Dragon",Romance
"Planes, Trains and Automobiles",Comedy
The Living Daylights,Action
The Living Daylights,Adventure
The Living Daylights,Thriller
Wall Street,Crime
Wall Street,Drama
Snatch,Thriller
Snatch,Crime
Chocolat,Comedy
Chocolat,Drama
Chocolat,Romance
"Dude, Where’s My Car?",Comedy
The Emperor's New Groove,Adventure
The Emperor's New Groove,Animation
The Emperor's New Groove,Comedy
The Emperor's New Groove,Family
The Emperor's New Groove,Fantasy
What Women Want,Comedy
What Women Want,Romance
Cast Away,Adventure
Cast Away,Drama
The Family Man,Comedy
The Family Man,Drama
The Family Man,Romance
The Family Man,Fantasy
Miss Congeniality,Comedy
Miss Congeniality,Crime
Miss Congeniality,Action
"O Brother, Where Art Thou?",Action
"O Brother, Where Art Thou?",Adventure
"O Brother, Where Art Thou?",Comedy
Traffic,Thriller
Traffic,Drama
Traffic,Crime
Beverly Hills Cop II,Action
Beverly Hills Cop II,Comedy
Beverly Hills Cop II,Crime
Beverly Hills Cop,Action
Beverly Hills Cop,Comedy
Beverly Hills Cop,Crime
Empire of the Sun,Drama
Empire of the Sun,History
Empire of the Sun,War
The Evil Dead,Horror
The Lost Boys,Horror
The Lost Boys,Comedy
Hannibal,Crime
Hannibal,Drama
Hannibal,Thriller
Hannibal,Horror
The Mexican,Action
The Mexican,Comedy
The Mexican,Crime
The Mexican,Romance
Enemy at the Gates,War
Memento,Mystery
Memento,Thriller
Spy Kids,Action
Spy Kids,Comedy
Spy Kids,Family
Spy Kids,Adventure
Amores perros,Drama
Amores perros,Thriller
Blow,Crime
Blow,Drama
Bridget Jones's Diary,Comedy
Bridget Jones's Diary,Romance
Bridget Jones's Diary,Drama
Scarface,Action
Scarface,Crime
Scarface,Drama
Scarface,Thriller
The Mummy Returns,Adventure
The Mummy Returns,Action
The Mummy Returns,Fantasy
A Knight's Tale,Adventure
A Knight's Tale,Drama
A Knight's Tale,Romance
A Knight's Tale,Action
Shrek,Adventure
Shrek,Animation
Shrek,Comedy
Shrek,Family
Shrek,Fantasy
Moulin Rouge!,Drama
Moulin Rouge!,Music
Moulin Rouge!,Romance
Pearl Harbor,History
Pearl Harbor,Romance
Pearl Harbor,War
The Magnificent Seven,Western
Evolution,Action
Evolution,Comedy
Evolution,Science Fiction
Swordfish,Action
Swordfish,Crime
Swordfish,Thriller
Point Break,Action
Point Break,Thriller
Point Break,Crime
Atlantis: The Lost Empire,Animation
Atlantis: The Lost Empire,Family
Atlantis: The Lost Empire,Adventure
Atlantis: The Lost Empire,Science Fiction
Lara Croft: Tomb Raider,Adventure
Lara Croft: Tomb Raider,Fantasy
Lara Croft: Tomb Raider,Action
Lara Croft: Tomb Raider,Thriller
The Fast and the Furious,Action
The Fast and the Furious,Crime
The Fast and the Furious,Thriller
A.I. Artificial Intelligence,Drama
A.I. Artificial Intelligence,Science Fiction
A.I. Artificial Intelligence,Adventure
Scary Movie 2,Comedy
Final Fantasy: The Spirits Within,Adventure
Final Fantasy: The Spirits Within,Action
Final Fantasy: The Spirits Within,Animation
Final Fantasy: The Spirits Within,Fantasy
Final Fantasy: The Spirits Within,Science Fiction
Final Fantasy: The Spirits Within,Thriller
Legally Blonde,Comedy
The Score,Action
The Score,Crime
The Score,Thriller
Coming to America,Comedy
Coming to America,Romance
The Land Before Time,Animation
The Land Before Time,Adventure
The Land Before Time,Family
Short Circuit,Comedy
Short Circuit,Family
Short Circuit,Science Fiction
They Live,Action
They Live,Horror
They Live,Science Fiction
They Live,Thriller
Twins,Comedy
Bill & Ted's Excellent Adventure,Adventure
Bill & Ted's Excellent Adventure,Comedy
Bill & Ted's Excellent Adventure,Science Fiction
Look Who's Talking,Comedy
Look Who's Talking,Romance
Jurassic Park III,Adventure
Jurassic Park III,Action
Jurassic Park III,Thriller
Jurassic Park III,Science Fiction
Planet of the Apes,Thriller
Planet of the Apes,Science Fiction
Planet of the Apes,Action
Planet of the Apes,Adventure
Tango & Cash,Action
Tango & Cash,Adventure
Tango & Cash,Comedy
The Princess Diaries,Comedy
The Princess Diaries,Family
The Princess Diaries,Romance
Rush Hour 2,Action
Rush Hour 2,Comedy
Rush Hour 2,Crime
Rush Hour 2,Thriller
American Pie 2,Comedy
American Pie 2,Romance
The Others,Horror
The Others,Drama
The Others,Mystery
The Others,Thriller
Rat Race,Adventure
Rat Race,Comedy
Jay and Silent Bob Strike Back,Comedy
Jeepers Creepers,Horror
Jeepers Creepers,Thriller
Training Day,Action
Training Day,Crime
Training Day,Drama
Training Day,Thriller
Zoolander,Comedy
Serendipity,Comedy
Serendipity,Romance
Mulholland Drive,Thriller
Mulholland Drive,Drama
Mulholland Drive,Mystery
Dirty Harry,Action
Dirty Harry,Crime
Dirty Harry,Thriller
From Hell,Horror
From Hell,Mystery
From Hell,Thriller
K-PAX,Drama
K-PAX,Science Fiction
Thir13en Ghosts,Horror
Thir13en Ghosts,Thriller
Donnie Darko,Fantasy
Donnie Darko,Drama
Donnie Darko,Mystery
"Monsters, Inc.",Animation
"Monsters, Inc.",Comedy
"Monsters, Inc.",Family
The One,Action
The One,Science Fiction
The One,Thriller
Shallow Hal,Comedy
Shallow Hal,Romance
Harry Potter and the Philosopher's Stone,Adventure
Harry Potter and the Philosopher's Stone,Fantasy
Harry Potter and the Philosopher's Stone,Family
Spy Game,Action
Spy Game,Crime
Spy Game,Thriller
Behind Enemy Lines,Action
Behind Enemy Lines,Drama
Behind Enemy Lines,Thriller
Behind Enemy Lines,War
Ocean's Eleven,Thriller
Ocean's Eleven,Crime
Amélie,Comedy
Amélie,Romance
Not Another Teen Movie,Comedy
Vanilla Sky,Drama
Vanilla Sky,Mystery
Vanilla Sky,Romance
Vanilla Sky,Science Fiction
Vanilla Sky,Thriller
The Royal Tenenbaums,Comedy
The Royal Tenenbaums,Drama
The Lord of the Rings: The Fellowship of the Ring,Adventure
The Lord of the Rings: The Fellowship of the Ring,Fantasy
The Lord of the Rings: The Fellowship of the Ring,Action
A Beautiful Mind,Drama
A Beautiful Mind,Romance
Ali,Drama
Black Hawk Down,Action
Black Hawk Down,History
Black Hawk Down,War
I Am Sam,Drama
The Count of Monte Cristo,Action
The Count of Monte Cristo,Adventure
The Count of Monte Cristo,Drama
The Count of Monte Cristo,Thriller
A Walk to Remember,Drama
A Walk to Remember,Romance
John Q,Drama
John Q,Thriller
John Q,Crime
We Were Soldiers,Action
We Were Soldiers,History
We Were Soldiers,War
The Time Machine,Science Fiction
The Time Machine,Adventure
The Time Machine,Action
Ice Age,Animation
Ice Age,Comedy
Ice Age,Family
Ice Age,Adventure
Resident Evil,Horror
Resident Evil,Action
Resident Evil,Science Fiction
Blade II,Fantasy
Blade II,Horror
Blade II,Action
Blade II,Thriller
Panic Room,Crime
Panic Room,Drama
Panic Room,Thriller
National Lampoon’s Van Wilder,Comedy
National Lampoon’s Van Wilder,Romance
Rashomon,Crime
Rashomon,Drama
Rashomon,Mystery
My Big Fat Greek Wedding,Comedy
My Big Fat Greek Wedding,Drama
My Big Fat Greek Wedding,Romance
The Scorpion King,Action
The Scorpion King,Fantasy
The Scorpion King,Adventure
Spider-Man,Fantasy
Spider-Man,Action
About a Boy,Drama
About a Boy,Comedy
About a Boy,Romance
Star Wars: Episode II - Attack of the Clones,Adventure
Star Wars: Episode II - Attack of the Clones,Action
Star Wars: Episode II - Attack of the Clones,Science Fiction
Insomnia,Crime
Insomnia,Mystery
Insomnia,Thriller
Spirit: Stallion of the Cimarron,Western
Spirit: Stallion of the Cimarron,Animation
Spirit: Stallion of the Cimarron,Adventure
Spirit: Stallion of the Cimarron,Comedy
Spirit: Stallion of the Cimarron,Family
The Sum of All Fears,Thriller
The Sum of All Fears,Action
The Sum of All Fears,Drama
The Bourne Identity,Action
The Bourne Identity,Drama
The Bourne Identity,Mystery
The Bourne Identity,Thriller
Scooby-Doo,Mystery
Scooby-Doo,Adventure
Scooby-Doo,Comedy
Lilo & Stitch,Animation
Lilo & Stitch,Family
Minority Report,Action
Minority Report,Thriller
Minority Report,Science Fiction
Minority Report,Mystery
Mr. Deeds,Comedy
Mr. Deeds,Romance
Men in Black II,Action
Men in Black II,Adventure
Men in Black II,Comedy
Men in Black II,Science Fiction
Reign of Fire,Adventure
Reign of Fire,Action
Reign of Fire,Fantasy
Road to Perdition,Thriller
Road to Perdition,Crime
Road to Perdition,Drama
Stuart Little 2,Family
Stuart Little 2,Adventure
Stuart Little 2,Animation
Stuart Little 2,Comedy
Austin Powers in Goldmember,Comedy
Austin Powers in Goldmember,Crime
Austin Powers in Goldmember,Science Fiction
Signs,Drama
Signs,Thriller
Signs,Science Fiction
Signs,Mystery
Spy Kids 2: The Island of Lost Dreams,Action
Spy Kids 2: The Island of Lost Dreams,Adventure
Spy Kids 2: The Island of Lost Dreams,Family
xXx,Action
xXx,Adventure
xXx,Thriller
One Hour Photo,Horror
One Hour Photo,Thriller
Hot Shots!,Action
Hot Shots!,Comedy
Hot Shots!,War
The Transporter,Action
The Transporter,Crime
The Transporter,Thriller
Spirited Away,Fantasy
Spirited Away,Adventure
Spirited Away,Animation
Spirited Away,Family
The Tuxedo,Thriller
The Tuxedo,Action
The Tuxedo,Comedy
The Tuxedo,Science Fiction
Red Dragon,Crime
Red Dragon,Thriller
Red Dragon,Horror
Bowling for Columbine,Documentary
Punch-Drunk Love,Comedy
Punch-Drunk Love,Drama
Punch-Drunk Love,Romance
The Ring,Horror
The Ring,Mystery
Grave of the Fireflies,Animation
Grave of the Fireflies,Drama
Grave of the Fireflies,War
Ghost Ship,Horror
Ghost Ship,Mystery
Ghost Ship,Thriller
8 Mile,Drama
Harry Potter and the Chamber of Secrets,Adventure
Harry Potter and the Chamber of Secrets,Fantasy
Harry Potter and the Chamber of Secrets,Family
Die Another Day,Adventure
Die Another Day,Action
Die Another Day,Thriller
Treasure Planet,Adventure
Treasure Planet,Animation
Treasure Planet,Family
Treasure Planet,Fantasy
Treasure Planet,Science Fiction
Adaptation.,Comedy
Adaptation.,Crime
Adaptation.,Drama
Equilibrium,Action
Equilibrium,Science Fiction
Equilibrium,Thriller
Maid in Manhattan,Comedy
Maid in Manhattan,Drama
Maid in Manhattan,Romance
Star Trek: Nemesis,Science Fiction
Star Trek: Nemesis,Action
Star Trek: Nemesis,Adventure
Star Trek: Nemesis,Thriller
The Lord of the Rings: The Two Towers,Adventure
The Lord of the Rings: The Two Towers,Fantasy
The Lord of the Rings: The Two Towers,Action
25th Hour,Crime
25th Hour,Drama
Gangs of New York,Drama
Gangs of New York,History
Gangs of New York,Crime
Two Weeks Notice,Comedy
Two Weeks Notice,Romance
My Girl,Comedy
My Girl,Drama
My Girl,Family
My Neighbor Totoro,Fantasy
My Neighbor Totoro,Animation
My Neighbor Totoro,Family
Catch Me If You Can,Drama
Catch Me If You Can,Crime
Chicago,Action
Chicago,Comedy
Chicago,Crime
Chicago,Drama
Chicago,Music
The Hours,Drama
The Pianist,Drama
The Pianist,War
City of God,Drama
City of God,Crime
Final Destination 2,Horror
Final Destination 2,Mystery
The Recruit,Action
The Recruit,Thriller
How to Lose a Guy in 10 Days,Comedy
How to Lose a Guy in 10 Days,Romance
Shanghai Knights,Action
Shanghai Knights,Adventure
Shanghai Knights,Comedy
Shanghai Knights,Western
Daredevil,Fantasy
Daredevil,Action
Daredevil,Crime
Daredevil,Science Fiction
Daredevil,Thriller
The Life of David Gale,Drama
The Life of David Gale,Thriller
The Life of David Gale,Crime
Old School,Comedy
Tears of the Sun,Action
Tears of the Sun,Drama
Tears of the Sun,War
Irreversible,Drama
Irreversible,Thriller
Irreversible,Crime
Irreversible,Mystery
Bend It Like Beckham,Comedy
Bend It Like Beckham,Drama
Bend It Like Beckham,Romance
Dreamcatcher,Drama
Dreamcatcher,Horror
Dreamcatcher,Science Fiction
Dreamcatcher,Thriller
The Core,Action
The Core,Thriller
The Core,Adventure
The Core,Science Fiction
Phone Booth,Thriller
Phone Booth,Drama
Anger Management,Comedy
Identity,Mystery
Identity,Thriller
X2,Adventure
X2,Action
X2,Science Fiction
X2,Thriller
Daddy Day Care,Comedy
Daddy Day Care,Family
Castle in the Sky,Adventure
Castle in the Sky,Fantasy
Castle in the Sky,Animation
Castle in the Sky,Action
Castle in the Sky,Family
Castle in the Sky,Romance
The Matrix Reloaded,Adventure
The Matrix Reloaded,Action
The Matrix Reloaded,Thriller
The Matrix Reloaded,Science Fiction
Bruce Almighty,Fantasy
Bruce Almighty,Comedy
Finding Nemo,Animation
Finding Nemo,Family
The Italian Job,Action
The Italian Job,Crime
Wrong Turn,Horror
Wrong Turn,Thriller
2 Fast 2 Furious,Action
2 Fast 2 Furious,Crime
2 Fast 2 Furious,Thriller
Barton Fink,Comedy
Barton Fink,Drama
28 Days Later,Horror
28 Days Later,Thriller
28 Days Later,Science Fiction
Charlie's Angels: Full Throttle,Action
Charlie's Angels: Full Throttle,Adventure
Charlie's Angels: Full Throttle,Comedy
Hulk,Drama
Hulk,Action
Hulk,Science Fiction
Terminator 3: Rise of the Machines,Action
Terminator 3: Rise of the Machines,Thriller
Terminator 3: Rise of the Machines,Science Fiction
Pirates of the Caribbean: The Curse of the Black Pearl,Adventure
Pirates of the Caribbean: The Curse of the Black Pearl,Fantasy
Pirates of the Caribbean: The Curse of the Black Pearl,Action
The League of Extraordinary Gentlemen,Fantasy
The League of Extraordinary Gentlemen,Action
The League of Extraordinary Gentlemen,Thriller
The League of Extraordinary Gentlemen,Science Fiction
Bad Boys II,Adventure
Bad Boys II,Action
Bad Boys II,Comedy
Bad Boys II,Thriller
Bad Boys II,Crime
Johnny English,Adventure
Johnny English,Action
Johnny English,Comedy
Lara Croft Tomb Raider: The Cradle of Life,Action
Lara Croft Tomb Raider: The Cradle of Life,Adventure
Lara Croft Tomb Raider: The Cradle of Life,Fantasy
Lara Croft Tomb Raider: The Cradle of Life,Thriller
Spy Kids 3-D: Game Over,Action
Spy Kids 3-D: Game Over,Adventure
Spy Kids 3-D: Game Over,Comedy
Spy Kids 3-D: Game Over,Family
Spy Kids 3-D: Game Over,Science Fiction
American Wedding,Comedy
American Wedding,Romance
Freaky Friday,Comedy
S.W.A.T.,Action
S.W.A.T.,Thriller
S.W.A.T.,Crime
Freddy vs. Jason,Horror
Shaolin Soccer,Action
Shaolin Soccer,Comedy
Tremors,Action
Tremors,Horror
Commando,Action
Commando,Adventure
Commando,Thriller
Matchstick Men,Comedy
Matchstick Men,Drama
Matchstick Men,Crime
Matchstick Men,Thriller
Once Upon a Time in Mexico,Action
Lost in Translation,Drama
Underworld,Fantasy
Underworld,Action
Underworld,Thriller
Duplex,Action
Duplex,Comedy
Duplex,Thriller
The Rundown,Adventure
The Rundown,Action
The Rundown,Comedy
The Rundown,Thriller
Videodrome,Horror
Videodrome,Mystery
Videodrome,Science Fiction
The Meaning of Life,Comedy
School of Rock,Comedy
School of Rock,Music
Mystic River,Thriller
Mystic River,Crime
Mystic River,Drama
Mystic River,Mystery
Kill Bill: Vol. 1,Action
Kill Bill: Vol. 1,Crime
The Texas Chainsaw Massacre,Horror
Scary Movie 3,Comedy
Brother Bear,Adventure
Brother Bear,Animation
Brother Bear,Family
The Matrix Revolutions,Adventure
The Matrix Revolutions,Action
The Matrix Revolutions,Thriller
The Matrix Revolutions,Science Fiction
Elf,Comedy
Elf,Family
Elf,Fantasy
Love Actually,Comedy
Love Actually,Romance
Love Actually,Drama
Master and Commander: The Far Side of the World,Adventure
Gothika,Horror
Gothika,Thriller
21 Grams,Drama
21 Grams,Crime
21 Grams,Thriller
Bad Santa,Drama
Bad Santa,Comedy
Bad Santa,Crime
The Haunted Mansion,Thriller
The Haunted Mansion,Fantasy
The Haunted Mansion,Comedy
The Haunted Mansion,Family
The Haunted Mansion,Mystery
WarGames,Thriller
WarGames,Science Fiction
Kindergarten Cop,Comedy
The Last Boy Scout,Action
The Last Boy Scout,Thriller
Battle Royale,Drama
Battle Royale,Thriller
Battle Royale,Adventure
Hero,Drama
Hero,Adventure
Hero,Action
Hero,History
Nausicaä of the Valley of the Wind,Adventure
Nausicaä of the Valley of the Wind,Animation
Nausicaä of the Valley of the Wind,Fantasy
The Last Samurai,Drama
The Last Samurai,Action
The Last Samurai,War
The Last Samurai,History
Big Fish,Adventure
Big Fish,Fantasy
Big Fish,Drama
The Lord of the Rings: The Return of the King,Adventure
The Lord of the Rings: The Return of the King,Fantasy
The Lord of the Rings: The Return of the King,Action
Monster,Crime
Monster,Drama
Cheaper by the Dozen,Comedy
Cold Mountain,Drama
Paycheck,Action
Paycheck,Adventure
Paycheck,Mystery
Paycheck,Science Fiction
Paycheck,Thriller
Peter Pan,Adventure
Peter Pan,Fantasy
Peter Pan,Family
Along Came Polly,Comedy
Along Came Polly,Romance
The Butterfly Effect,Science Fiction
The Butterfly Effect,Thriller
The Dreamers,Drama
The Dreamers,Romance
50 First Dates,Comedy
50 First Dates,Romance
EuroTrip,Comedy
The Passion of the Christ,Drama
